Unnamed: 0,text,label
9458,这是段子还是真有其事 ,6
26139,你怎么这样呢，难道在你心中我除了追求手机，就是女人了嘛其实并不是啊 ,6
5325,一听声音就是个八块腹肌的直男 ,6
21516,小白手里的是不是红包 ,6
31689,不知道啊，没听过啊 ,6
21666,勾起你什么见不得人的往事 ,6
21343,啊？？？你考的哪儿哇？我没注意周围的人额 ,6
14779,是我听到有人在绊酒瓶子。我现在暂时百毒不侵… ,6
25149,那一期冲上云霄编剧好像就是小白！ ,6
29289,抓紧买，没的快 ,6
30182,孤独终老也不能对同性感兴趣。 ,6
10421,cube可能最近有大事 ,6
22887,是的话她会被网友喷死的 ,6
29363,嗯，一般来说颜色越鲜艳价格越贵，有的花纹奇异价格更是炸舌 ,6
4249,日本传说里石榴的味道和人肉很像，所以驱鬼的招贴画里都会有石榴出现 ,6
19932,怎么会放过挣钱的机会 ,6
21163,我翻译了一下不应该是冰三岁吗然后发现好像有什么不对 ,6
29932,谁用二谁用三呢 ,6
10559,说真的，乐视手机金属边真的好烫，手机发热的时候。感觉四个边边都没办法摸了。能改善一下嘛 ,6
522,是啊，南海最近还新出了他的一本杂文集。南海近年在出版界异军突起啊，光马尔克斯的书就为他们赚了不少。 ,6
22414,好好好，花花今天就别减肥了哦，作死的吃 ,6
19244,刚在美亚败了些一直想买但是没买的东西其实也没便宜多少 ,6
12580,这一季的孩子平均年龄大，然后情商比较高 ,6
25424,我需要你们的帮助 ,6
16361,说的不好我以为会有彩蛋或者故事  这就是你给狗狗拍照而已 ,6
12175,注意看双引号没在朋友圈看到过类似的么 ,6
18997,不知道你愿意吗？ ,6
18617,我们分了.再和你说吧.我们还是朋友? ,6
24777,我饿急眼了，狗急跳墙 ,6
24095,可是贵呀！不如直接去买膳魔师的 ,6
18284,我们中午做的没时间聊天啊，主要是配合没有 ,6
27854,怎么没人关心什么馅啊？我关心 ,6
3902,你跟我妹私聊我也看得到不是没啥事吗没事就不说了 ,6
3258,你真的喜欢过我么 ,6
13248,为啥叫动感单车？一副很厉害的样子~了学校远么？ ,6
7987,具体怎么说忘了，大概是美国某文章指出，父母的焦虑值，特别是母亲，会传染给孩子，从而影响孩子的性格等等方面发展。 ,6
19875,我才不会像一只狗狗 ,6
7178,用的还是135胶卷，只不过把原来的24×36尺寸分成两张拍而已~全画幅一分为二 ,6
13709,我都死的不耐烦了！一个美国人连续玩了48小时后到达了城市！ ,6
11671,嗯，开始还满好看的。后面也就那样 ,6
159,为什么每个人感受真不一样 ,6
22381,莫非阁下就是河东第一帅？ ,6
3972,原来你喜欢弯的 ,6
31598,十一学校还是很看重中考成绩的，530+的基本都要了吧？ ,6
29345,精神肉体压力都少不了，警方也明白，短时间不搞定他放人压力很大。 ,6
28696,rp其实还行。但比起好的还是差的啊 ,6
12354,少喝这个，听我的一句忠告 ,6
14469,是我就抓你说的重点 ,6
26916,我过几天要去求推荐呀 ,6
3148,"切,酸葡萄~胖在我身痛在你心嘎~ ",6
21344,我已经不符合条件了，我陪别个来的，坐在最后排卡卡头，喊了你估计没听到。 ,6
3456,可有什么化妆品行 ,6
6179,你还是迁就他了啊 ,6
27627,此词应谱曲成歌！ ,6
15238,特特你用什么软件画的？ ,6
31687,陈生掌控着大局他俩就快摆酒了 ,6
14178,主要是也没有几个mv啊无用，灵魂伴侣，日常还有啥 ,6
11134,是一个朋友，发生了一些争执，而根源不过是个性的差异和太多的误会。 ,6
8084,试过可以做，但是发不大，而且口感扎实，你一般比例是？ ,6
19053,我也只会点~会旱冰的应该都会~ ,6
15916,是什么让你爱上了他 ,6
23161,那个是酸类别天天用喔！ ,6
11260,你们一点都不淡定我卡都生两娃了 ,6
24972,并且我爸对我的微信头像不满意的话就会一直催我换头像直到他差不多满意 ,6
14463,昨天在教学区移动让我经历了绝望一早上无服务，宿舍电信大半年网络都不好 ,6
14452,没有给我们家的加四格做大长腿，差评！（没有啦，您连这都会，膜拜膜拜给您擦桌子，倒酒 ,6
20692,我就吃啦，还开背的哦，个大肉肥 ,6
269,我就一个问题博主去丽江被当地人民强制坑了多少钱？ ,6
30493,你没觉得是角度问题哦？？但是那个时候是要瘦点。 ,6
6803,这位女士也忒豪放了吧 ,6
18959,好吧，俺问的是现在时 ,6
27561,怎么好的求方法？ ,6
12312,广州的都是吃饭后逛花街，约朋友聚会呀，打麻将 ,6
29693,过了就好希望到我们组的时候班主任突然闹肚子了去厕所了 ,6
21041,还是要动脑子的，老师会提一些建议，然后，嫌我写的太快了 ,6
18415,这个﹏真的很重要吗？ ,6
19292,我都开了半个多月了、提的大众十来万的、没提福克斯 ,6
14983,圆圆，呈坎到底好不好玩？ ,6
26127,怎么会！很青春靓丽啊 ,6
29441,你为啥要去当电灯泡 ,6
23576,以后要是再这样虐待自己我就不理你了 ,6
17346,我觉的明月心没有周婷好看 ,6
13155,变态，衣服也还好吧、 ,6
19594,味道怎么样，好奇酸菜炒汤圆 ,6
27722,顺带着给个福利呗〜你这是打什么工啊 ,6
12756,对啊！陪陈鱼肉！ ,6
23238,四年锻炼一次，实际提升真的不大 ,6
27678,你们学校改这么霸气的名啦 ,6
7340,恢复下，线就出来了。 ,6
20823,这都能凑合呀。那就算我们一起都去吃吧。我觉得我女儿将来肯定也喜欢吃，苹果。 ,6
9215,我就是剪下头，平铺在盘子里，随便让它风干，大概3.4天就完全干透了变硬了 ,6
13654,原来你是从这个小小的家出生、成长、走出去的！看到你家，也仿佛看到了我的家一样！ ,6
26531,诶呀，这个消息要告诉李坚硬啊，他一定兴奋不已 ,6
12586,不打野，木兰我都是玩上单。或者兰陵王打野，或者陈咬金夜猫子还不睡？ ,6
18717,哎哟喂好好在家休呗 ,6
11087,只跳了300多，但是也不想花钱，没意思 ,6
12149,他们提出补偿最近一百多的费用，我拒绝了，我要的不是钱，我要的是说法，他们拒绝提供正式的说法 ,6
21606,是的啊那时那刻就有点明白为什么那多人为钱可以做出各种离谱的事情了 ,6
12988,"都看不到我,我头发是红色的勒 ",6
5031,我啥时候深夜痛哭了！我还记得你大前年给我买的生日礼物前年告诉我准备开始写了今年能给我么 ,6
28132,我觉得杏色也不错就是绑的时候有点麻烦会勒到肉 ,6
24874,心急吃不了热豆腐？ ,6
18932,那别生了你已经有我了 ,6
11872,鸾飞远树栖何处？凤得新巢想称心。红壁尚留香漠漠，碧云初断信沉沉。情知点染投泥玉，犹自经营买笑金。 ,6
18687,好像还真是有这么回事，我自己都记不得了 ,6
26320,我知道本来昨天下午我去拍摄的由于挡期问题没去到现场 ,6
18540,没事，这两天天气不好 ,6
5385,里面有涛的配音，我只玩一次，后来就没玩了，不好玩我觉得 ,6
14800,此秀丽姐非彼秀丽 ,6
18734,是在给我信心吗 ,6
21336,不是人的都有 ,6
29234,额，别慌！不是说小孩体温在37.8都属低烧么，没有大碍的，十五快快好 ,6
28121,对的比较亲近才管不亲的算了吧 ,6
23960,肉必须首先被消灭掉！ ,6
18937,对不起！我现在升级了可以当网红了 ,6
27361,我们公司苏州的项目启动了不过不是我去 ,6
14120,目前还没喝到过 ,6
30668,你放心，我的酒量还是可以的 ,6
23674,之前不是说已经是完结季了咩不过电影版倒是挺有可能！！ ,6
2851,那你怀孕总共才胖了不到三十斤吧，我六个月不到已经长了20斤了 ,6
3332,懒样活动啊，假比我也参加了撒，好想来唱歌哦。 ,6
8875,关键是检察院有没有弹劾的证据和流程！ ,6
12321,是呢好多人都觉得没必要但确实看见好看的都喜欢呢 ,6
11945,可能你得等到这集演完了他们才能下来帮你 ,6
18522,做毕设是不是很爽啊。 ,6
24794,男人十一点半那片就睡了担心睡得晚明天上幼儿园老师不奖励他糖果吃 ,6
13382,用佳雪神仙水会使痘痘更多么？对痘痘有什么影响没？ ,6
30388,最近的感冒挺难好的～买点柠檬弄柠檬水喝，最好不要放糖，多补充水分和维生素！ ,6
24690,杜江和陈赫郑恺都舍友，但是杜江和李晨关系超铁，觉得郑恺好像和他们关系都不是超好的那种 ,6
14790,我想说如果真的是我心里的那些人我难过不比你们任何人少不只是因为冯薪朵还有别的原因好吗 ,6
30200,明年给你的生贺我一定技术比今年给的up（夸下海口 ,6
28843,成功的机会不大但是也有很多成功的 ,6
19493,寄到县上然后自己去拿我姐姐就是这样 ,6
28986,作为一假装精致的juju女孩，必须要拿出来这些东西拍个照。然后再一样一样收起来全天在家，素颜，更别提喷香水了 ,6
13055,这么多年对足球热情不改，远胜我等大多数老爷们儿，强烈推荐你应该去央视体育做个美女嘉宾主持，注意提防张斌 ,6
21033,波不要偷懒在淘宝上发一个牛肉酱的链接嘛 ,6
22428,亮亮。我想问朱砂痣和满天星的链子该怎么保养啊？用湿巾擦拭可以么？ ,6
30586,咋，套路都被你知道了，20一手就不乱诈了。 ,6
9158,恩已经熬过来了以后不会这样了 ,6
891,吃喝、精神没问题的话，偶尔拉稀可能是着凉或吃坏东西，先断粮一天看看情况，次数多精神不好就去医院看看吧 ,6
7406,不是嘛那种平平淡淡的电视剧不好看 ,6
28371,逗你开心不行啊？ ,6
16555,意思在重庆八中门口吵架 ,6
7463,哇去那妈妈你要坚强！别出门！ ,6
24193,我跟我朋友在说的是戴思杰，我mi新戏午夜慢车2333 ,6
31236,只怪大叔没有及时暴露这类店铺。 ,6
5502,妹子晚上出现的挺早的嘛去哪里溜达了 ,6
9494,你说会不会有人看到我的想法之后觉得没什么问题 ,6
14537,新浪微薄应用里有个签名档功能，复制代码粘贴到网站个人中心的签名里就好了！ ,6
11668,我来你们班当学生吧 ,6
446,当然，露天的，天然的，男女混浴的 ,6
5934,如果面壁有用，还要警察干嘛？ ,6
29636,你国庆去哪呀  所以说一决定要养就是一辈子的事情了不离不弃啊 ,6
7169,是哩是哩，我超级有梦想！ ,6
5405,你还需要下载一个5g大的原版游戏哼哼我可是下了一天 ,6
22521,声音好听的女生都是胖子 ,6
15184,朋友要去，没办法。 ,6
4539,最好不要转，来不及的吧 ,6
8355,什么是吹的效果 ,6
498,就是啊我们还是做作业把。今天晚上得不得放笑傲江湖啊 ,6
27402,我觉得你更胜一筹。作为看客。毕竟你这个一坨绿抵十个吧。应该还不止 ,6
10767,就是你和四个丸子头美眉去吃，打二折，如果有173的丸子头免单 ,6
6763,我又没有怎么说 ,6
10092,再买个爱疯5不就好了 ,6
28159,最后往远方的那张照片里的粗跟鞋 ,6
23781,吃牡蛎吃傻了 ,6
18435,看到“风雨中独自牛逼的小宇宙”正适合 ,6
53,最好吃的是什么？不是季节啊，我首先想到的就是大闸蟹。 ,6
9358,吃完我整个人都不对劲了~ ,6
6251,没错，你永远不知道我们想了些啥 ,6
29,亲爱的你买的啥？ ,6
21723,其实不是很懂为什么一点点人那么多 ,6
16946,我知道怎么回事了，因为没人在你的手机壳秀上l，所以吃不喜欢就摔手机了 ,6
5742,为什么呢，他们只是好心吧 ,6
13471,贪心下，两样都要 ,6
4337,可以召唤好多神龙了 ,6
22515,别客气，随便点，随便赞 ,6
14859,后续应该只有yoho潮流志了吧，我姐会不会重复去年的记录连续七八个月抠脚？ ,6
14197,我其实是前天，拖了一天才过 ,6
17018,这世上，没有我不了解的人，你糗大了 ,6
15913,那是真的有点惨了，欢迎回归客户端 ,6
24702,钱sir民族问题，他们不敢管。你可以往上信访 ,6
2981,我关注你啊，有啥动静我当然知道 ,6
22192,未推广哇，有乜嘢好方法介绍比我吗？我想快滴升级哇 ,6
8599,请问私自删除差评怎么回事呢 ,6
26666,只有韩星才能用这个名字？ ,6
3956,我不是饮料，我是新派白酒~ ,6
22864,现场助理网电前台什么都干，大杂烩啊 ,6
12276,只有昨天和今天！ ,6
858,我是说bbs里还有位仁兄叫数学不及格 ,6
21511,我在泰山公馆租的房子呀… ,6
390,这和中国学校有什么关系。不要带节奏好不好。我仅仅只是吐槽一下。人民教师的行为只是个人行为。与学校并无瓜葛。 ,6
27780,这东西小孩怎么会爱吃呢！你应该找一些和奶味道比较像的估计会爱吃·· ,6
15236,我们不去回击，做有素质的包粉。 ,6
18139,恕我才疏学浅了是什么花 ,6
14235,你不能比我瘦我会爆炸的 ,6
10328,想得美的人都喜欢看这些？ ,6
10066,同意！回国完全不想进丝弗兰滴节奏啊 ,6
8032,下次记到把娃儿带到，不然不见~ ,6
30813,其实也是有原因的。要么她欺骗过你，要么你没对方优秀 ,6
17178,老了，要泡脚阿~ ,6
14301,好习惯~我向你看齐！！嘿，。 ,6
17449,说好的晃趴我呢 ,6
10643,我做错了什么你要跟我尬歌 ,6
28070,对啊！其实可以要其他联系方式吗？我没试过问 ,6
6676,不舍得用！！！ ,6
16669,完全不懂把数学当成娱乐的世界 ,6
31490,开玩笑车来了按钮抬起横杆 ,6
1418,等得到明望公开吗？？ ,6
21041,还是要动脑子的，老师会提一些建议，然后，嫌我写的太快了 ,6
8088,对好庆幸只够上城院给爸妈省心了 ,6
22901,是有一多半都是  是深亚麻  这次染的深闷青亚麻色偏绿色结果掉色又掉成黄色了 ,6
9786,对哦又话周末揾我买衫！！！！！！！！！！！ ,6
21114,你可能会爱上绿色的口红 ,6
30915,我们相识多年，她才说的出口，也只有能够付出耳朵而已。 ,6
13571,它早上玩一会儿了又吃，吃到9点多。然后10点到12点就没喂它。它喝完牛奶了好喜欢尿尿。 ,6
6781,这是给别人画的，你要是喜欢，我给你画一个 ,6
23623,准备后天从苏州回去啊啊啊中午可以去同得兴吃面顺便面基啊 ,6
7865,你现在更博都不需要理由了吗 ,6
31737,那你觉得是eos100d比较好还是索尼的黑卡rx100  m2 ,6
1917,那你还不来请我喝酒安慰安慰我？ ,6
22968,你有试过？？是里面的那个软件？ ,6
11036,那看你是赚美元还是花美元了，对中国经济而言，肯定是美元升值好 ,6
26688,你真爱不减肥了突然兜有茁壮成长的感觉 ,6
11403,会不会是快递的原因？买书每次走京东自己的快递书都ok，但一走星程就有那么点问题~ ,6
29810,所以你过了没啊 ,6
24337,nonono弘大，东大门，万圣节的梨泰园，这是三个不同的地方哦 ,6
8179,这样算愚弄别人吗？ ,6
3814,其实是15天内到，我买了3次了，没有一次10天到货 ,6
19851,业主重发了图纸只有两天的时间，清单要改新增了很多工程量 ,6
8082,全部是全麦，而且没加淡奶油？ ,6
25235,不知道有没有我的拉拉，一定要救下来，如果没有我的拉拉，一定有别的毛孩子，就问他们哪里来的！ ,6
22298,那就是我22岁的发型，长长短短，厚厚薄薄这些年一直在折腾中，但大型没变~ ,6
7192,小猪：不想和奶泡好了！只想和小毯子一辈几 ,6
10085,本来想搞简美，最后好像没什么风格。很淡的咖啡色，配起来还比较和谐。你准备选么子色？ ,6
19814,没什么用，我清理的时候3500的粉丝，清完两千。然后，现在，又这么多了。僵尸粉是清不完的 ,6
16367,和今天由于连接数问题找您帮忙的是同事来的 ,6
15602,我等鞋子快下架了，打折的时候再去买，咋样？ ,6
22558,叔也没考上的事我是不会随便说的。 ,6
17483,我1号晚开始放假，你明白的 ,6
31521,这照片拍的还不够白吗？ ,6
1243,我也看这个的了！无理的前进好看不？啥类型了 ,6
30432,我总觉得你会劈腿 ,6
28238,吐也是成心的、怕长肉 ,6
18511,首映不是全部播放? ,6
18668,因为那些男运动员身材好，穿的少？ ,6
16668,17回哦你还没吃过嗯那家店每天早晨发号限购各种人多我大概会去去了帮你买〜 ,6
8361,开玩笑，咱又不是大白脸 ,6
28756,好看，想要浓就下重手，想有气色就轻刷，很透的颜色 ,6
12266,"不是呀，是有个朋友认识kate,然后就跟她whatsapp语音聊天哈 ",6
5820,我以前也有过，过几天就好了！！我要睡觉啦明儿上课！古乃啦皇上儿 ,6
756,考多一次拿经验都好，你认为你一次就过？？？ ,6
3028,结果还是让骗子给骗了！ ,6
23005,还可以吃番茄呀，光吃黄瓜，很容易第二天暴食的 ,6
16473,块了春节前有的盼 ,6
7762,好的那你看见我发一次就打我一次！ ,6
19256,是的！片头曲都会唱了！ ,6
28326,目前只有特岗教师。其他的还没有正式通知。 ,6
27455,只要你放我就敢约 ,6
19119,你头发什么时候长出来我什么时候变回来 ,6
7508,杭州的话，hold不住啊，3and1 ,6
16168,我主要想拍孕妇照去 ,6
27253,寝室暖和，都跑到寝室了 ,6
16927,也就音效牛逼吧 ,6
8287,我也是刚看到别人有那整的，明天试试，就是不知道人家给做不 ,6
4702,你说邻居大叔爱女主么？ ,6
23787,我那里短信发不了ipad和手机都不行唉 ,6
2517,我有一次就买了三块钱的肉，北方的孩子感受一下 ,6
13008,打了还不认！ ,6
25816,我闺女也是，给她推拿然后好了 ,6
161,嗯，吃了药，准备再泡泡脚。头疼得不行。你多注意啊! ,6
13533,潜意识层面可以这么解释，但是并不想用潜意识为小清新们的不严谨洗白 ,6
8403,你不是在前门住么 ,6
24674,气温差不多哈，离我们很近的。 ,6
23019,写完鸡汤查了查少年的年龄段就变成毒鸡汤了 ,6
797,明白，我就只求让我安心坐车就行了 ,6
14292,吃主食会胖丫？ ,6
7108,你平时说的白话不是你家里说的么～？ ,6
15763,咋地了食堂不好呀？ ,6
28757,好啊，做饭做饭~ ,6
7331,你天天都忙理解理解 ,6
12931,他是阿森纳球迷，逼格太低不配同行 ,6
16942,我要他那么疼老婆干嘛孝敬我不就行了 ,6
29365,我真的无法想象狼人杀直播是个什么玩法每次竞价进去玩一个小时…其他人刷666嘛 ,6
15754,喜欢人胜过鞋吗？ ,6
27465,娜娜说你再不互关她她要取关你了 ,6
13330,你的蓝朋友呢 ,6
21908,emmm女人美不是光为了给男人看的叭 ,6
14109,第七季就好了 ,6
15150,对呀，都是修过的。 ,6
22744,到了没？我们到了哦 ,6
26362,有康泰时tvs3和佳能ae1 ,6
18416,换气要肩背和手臂动作配合，不抬头也能换气 ,6
20679,你可以中分了美女 ,6
16241,因为南方人不太吃饺子啊偏向米食而不是面食 ,6
26928,完全熟不是应该变成炭灰么？ ,6
28722,你这是肿莫了各种感叹 ,6
5816,两百万欧，河南队会抽几成 ,6
15270,是的   除了父母和自己  别的什么都比不上 ,6
12794,深深要开演唱会了考虑下下？ ,6
49,我本人对大海没什么感觉hhhh第一次看见也不兴奋 ,6
16554,是啊，我都长半年了才露一半，也不知道啥时候能全长出来，听说好像还有长不出来的 ,6
29441,你为啥要去当电灯泡 ,6
11750,完全就是他自己自导自演 ,6
15326,对但是可能耳洞也算创伤身体不舒服第一个就反应在耳朵附近 ,6
29684,金城武你跟她分手跟我好吧 ,6
12403,开始不喜欢，现在觉得可以吧，毕竟是个大角儿，还没飞起来呢 ,6
9675,中星9号户户通天天切，cctv3的两个源，报时器都不一样 ,6
19397,我不知道啊，面试问题这我真不知道啊。衣服啊，应该正装吧，制服 ,6
7093,有时间可以一起电脑荒野行动 ,6
10781,唉，这是一个复杂的故事 ,6
7428,现在偶尔去趟银行，都发现柜台大面积缩水。 ,6
5547,你啊败家娘们这是学某个东北银的话噢 ,6
15457,啊啊啊！我是为了显嫩才剪了齐刘海的 ,6
29548,如果可以我想和你一起吃汉堡王 ,6
4905,有的男生会认为不表白但就是默认在一起了呢 ,6
24196,不不不是和我互粉的小姐姐们不是网红 ,6
1325,我妈也是认为男的不会怎么愿意做家务我一直在拉她回正道 ,6
1910,泰国的服务产业阿''没有这个'如何支持他们的财政收入 ,6
18153,曾经在那出差干的就是这个 ,6
16925,你介绍靓仔比我啦~ ,6
22953,我这环境差，十八九结婚的大有人在，所以三十对老人家而言是个坎。那种你三十前抓紧啊 ,6
8193,那个电视剧有标注是虚构的。 ,6
26370,出太阳的时候我还没睡醒我醒了就开始冷了 ,6
3579,你脑回路！医生职责：在急救时，患者身旁无任何家属，医生有义务保管好患者任何财物，管他是否机密文件。 ,6
27934,小姐姐觉得好玩吗！ ,6
20911,今晚和我妈促膝长谈我才知道大人的世界啧啧啧嘴上不说背着你早就互相讨论这个配哪个的问题了 ,6
10843,好这个的哪会想这些哦 ,6
15281,唔系你上次同我讲果个吗？？ ,6
6703,大合有啥好遗物留下 ,6
29716,看来我也买不着了 ,6
10597,这个说的是杜一菲？ ,6
5031,我啥时候深夜痛哭了！我还记得你大前年给我买的生日礼物前年告诉我准备开始写了今年能给我么 ,6
9804,偶要揭发某人的更乱 ,6
28431,你我同窗四年，怎能叫一面之缘 ,6
12954,还不快去碎觉！！！！ ,6
5953,除了美观，叶子是陪伴水果的，让它们不辣么孤单… ,6
6013,开朗可能不是因为转行 ,6
8954,rain和金泰熙张娜拉和一个男的孙艺珍和一个男的吴妍书和李章宇。 ,6
25817,我们最后也是推拿了，现在基本上好了 ,6
20366,某关不给我点赞 ,6
29516,你会被举报的我跟你讲 ,6
11211,其实花段时间了解，然后结了慢慢再爱上也是可以的吧 ,6
1739,但最后只有一个是真正合适的，但未必是最喜欢得，我现在信了这句话。 ,6
13019,终于找到被智齿折磨的同病相怜的人 ,6
17242,哦，那更应该互相尊重！ ,6
3946,扫进那个码里面不让访问啦 ,6
6361,槟榔谷我没去过，上次你问的第一市场就是一个菜市场，那里以卖海鲜为主，比较新鲜，附近很多饭馆加工海鲜 ,6
9840,刚回复你，才发现，居然没关注你？悲催的我，见谅，难得看你 ,6
4510,不过也不一定，说不定那个老师就是好脾气 ,6
5282,你怎么华为的都喜欢 ,6
22813,其实我也只能骑20分钟，剩下的个把小时都是靠硬撑的 ,6
18851,3图的草多少银子可以割爱 ,6
16376,绑带扎好就行，小心点儿，别爬高之类的了 ,6
4589,我也抢到了，不知道怎么用啊 ,6
20614,喔真的吗真的不是某人的帝王大梦？ ,6
18789,而且饭类很广特别好抓到hhhh ,6
2492,好像从15年开始那个体育场就莫名其妙不给用了 ,6
16012,没有，也能看到他发和心如一起的照片，心如发了，他也没有转发 ,6
17042,喔，酱紫喔，没有因权术跌落的？最近那位孙先生不是刚刚完了吗？你没看新闻？ ,6
19822,我是坨坨我骄傲 ,6
13038,妳是感受呢还是享受呢还是感受呢还是享受呢？ ,6
26285,那个太大不秀气 ,6
11246,难道没人喜欢西崎吗 ,6
27860,有这种患得患失感觉的.平时一定有丢失东西的习惯 ,6
16662,那个妹纸的我单独寄了那可能他忘记啦我本来让他寄点别的牌子的小样给你的下回寄给你哈 ,6
14039,现在开上车了风驰电掣的感觉不是更爽? ,6
16935,代我问候他一户口本 ,6
13095,保证你跟上回似的只哭不笑 ,6
17722,啊你们还是去看电影了呀   这么冷的天 ,6
23009,就你还能破百 ,6
9712,你坚持好告诉我，不过我在纠结眼镜儿 ,6
19889,以前别人寄养在我们琴行的，相处了好久本来不喜欢猫但是特别喜欢它，现在被它主人带走了 ,6
3991,那你是不是下午来看我的节奏也 ,6
2647,这倒还好不会的你要是用着不舒服就不要用了 ,6
25088,那玩不了多长时间啊！ ,6
31598,十一学校还是很看重中考成绩的，530+的基本都要了吧？ ,6
2655,官方没出确切消息，不能说的。泄露国家机密。 ,6
3456,可有什么化妆品行 ,6
31262,嘘我已经被唐嫣粉包围了 ,6
15504,我还在想万圣节搞个做南瓜灯的活动呢 ,6
27041,有这个半夜之苦'估计以后走路不会看天上了 ,6
21318,等我毕业了再有了的时候咱们一起去哈 ,6
22319,浪造孽、才一个粉丝 ,6
10532,他没什么黑料都上不去那别的黑历史一大堆的人也别想着上了 ,6
25424,我需要你们的帮助 ,6
8189,我有预感我今年会很瘦 ,6
12203,我这不是关心你吗？对吧？赶紧找个' ,6
26450,怕是会生儿子哦 ,6
25111,有暖气。南方人抖着看 ,6
5771,我擦，你不说我都忘了 ,6
7581,武汉的花期过了，要赏花请往北走 ,6
22052,周一嘛，我一般都周五回周一走 ,6
16779,看到我就怕怕了，挡不住的诱惑 ,6
10741,你那吃的也得比消耗的多，能量守恒定律谁也破不了 ,6
10421,cube可能最近有大事 ,6
20366,某关不给我点赞 ,6
20598,没有吧   我传达的不是这种感觉 ,6
31107,"看啥呢?我现在电脑不给力只能看硬盘里的东西,在看票子的ohmylady. ",6
22191,你都通过神马渠道推广的 ,6
3292,我爹他们学校老师就是学校旁边的楼盘是教师周转房。也是小区，不过就是教师可以以内部价买，也不贵 ,6
4825,说不定长得更肥，然后等我回来煮给你吃 ,6
4024,我也想学。雷恩到没南特那么方便了。多少课时多少钱啊？ ,6
7939,天，搞半天不是本地的 ,6
16048,什么问题啊？再发一次。 ,6
18770,你和客人搞关系。 ,6
21587,哦好吧谢啦是自己预留尺码吗？第一次来她家买拍的尺码都不算是吧 ,6
30007,我戴隐形睡觉只是中午好咩戴一晚上我眼会瞎的图为狗七睡醒了正在伸懒腰被我抓拍到的 ,6
3292,我爹他们学校老师就是学校旁边的楼盘是教师周转房。也是小区，不过就是教师可以以内部价买，也不贵 ,6
9828,图三那个可以赠白衬衫吗？林老板 ,6
128,长得像，胖得也像。 ,6
11453,北京的雨品也好棒哦，麦莎吃不上，连维达擦屁股纸都吃不上，这就是你所谓的北京雨品，好棒，给你拍拍手 ,6
21057,遇到了无能为力的困难吗 ,6
12477,木有木有，我是替别人说的，我是站着说话不腰疼 ,6
24608,外表热情似火，浪漫不羁。内心傲娇高冷，和你不符鉴定完毕 ,6
10294,快给自己定个小目标今年准备存多钱 ,6
16909,这个花木兰皮肤我也被骗了 ,6
18120,睡前别总是吃东西，会得胃食管反流病病的 ,6
