label,text
2,泡桐树太高大，很少有人仔细看它的花。到就算如此，整棵树看过去一样风姿绰约啊 
6,还在香港？是不是黑了？ 
2,想当初我是边更新边追的剧真心觉得好看 
6,阿门了，直接扎小人去 
6,送你个四字成语毛毛躁躁 
6,春天了！回来谈恋爱 
2,媳妇一直这么美~ 
6,这女的其实并没你好看 
3,干嘛每次都为难我这种英语不好的人 
2,恩，注会是吧，我有几个学姐也在考，书好厚，加油！ 
2,也是因为喜欢你啊 
1,哈哈  我有份？ 
6,十月多的小号封了没凉？ 
6,谭老师您好，谭老师您辛苦了 
1,哈哈哈哈松子哥确实萌 
6,不我的腿就是有辣么长~而且横叉这种小case哼 
6,最近看了个小说，听说那里有凤凰，带只回来 
5,我被对面摁在地上欺辱的时候，你在哪 
6,我都想啊，顶，30几人个前途摆系我手上，我可以唔负责么？ 
6,乐园还可以，酒店一般，达蓬酒店和开元都住过了 
2,读起来也通顺多了 
6,就是呗，会了也不能变成人民币 
2,"嗯嗯，“朝气与梦想""，就是这感觉。另也觉得那几年确实是陈奕迅最好的时代 "
2,看着不错啊！！ 
6,我觉得听你计划什么都不靠谱，你把票买好，我随时都行 
6,屠老师也被周全导演折服了 
2,他的书我喜欢！！！ 
6,橘调棕调是黄皮的好朋友 
6,汗，你以为开放二胎后谁最开心？是失独家庭和公务员家庭。农村本来就可以多生。 
6,真有哇多伦多还是比较暖的地方昨天零下6度大家都表示是温暖的冬日下周又都零下20了 
2,洗个澡，好好睡一觉吧丹姐！！！ 
6,无非就是admin和123456（捂脸） 
2,对哒，适合的前提就是喜欢嘛 
2,"友谊天长地久。珍惜,温暖和友爱。烟雨哥好。 "
1,sei！我喜欢的小姐姐之前和我互关了 
6,唔紧要～知你母爱爆彭啦快点满月回来吧，等你～ 
6,需确认原乐视系的电咖，其产品用的还是乐视车联网、乐视资源？果真独立的电咖，无任何的优势。 
6,求学习！！！ 
6,我就没你这么高雅了，第一位一定是钱 
6,斗是啊，可能四月份左右！我现在也不黑啊，跟那些非洲人比的话 
6,你是不是蚌埠人？周春雨调到省里当副省长了. 
5,得了吧，只有十一人获刑是因为证据不足，因为证据不足漏网的罪人还少吗？不要听风就是雨脑子都不动一下就粘贴复制 
1,真是说出来自己都笑 
5,很好，你去演 
6,我下午回去。变态啊我，拿那么多衣服回家现在又搬回去！ 
3,唉哪有什么岁月静好我是觉得男孩女孩都应该从小学会担当，这才是家长带小孩走进电影院看电影的价值诶 
1,泰囧  哈哈 
6,我觉得我还是没得啥子兴趣看一样。可能自己看起孤单了点吧。 
6,你要戴多久呢？ 
2,谭总一定喜欢着安迪吧 
6,叫不出口，别为难妹妹 
3,我吃完中午一顿又拉肚子！！！！ 
1,不是的  说明我还是能了解你的内心的  不是话  是内心  哈哈哈哈 
6,没有卫生许可证吃死人你们就不骂城管了 
6,清明时节晚上在路边可以给孤魂野鬼烧纸吗？有没有什么讲究？ 
6,去看东京和巴黎么 
6,我总感觉是戚薇➕唐嫣合体的声音 
6,顺利毕业了还哭 
5,明天勇士得分超不过100，甚至超不过95分，输10分以上是肯定的，明天见分晓。 
5,我怎么走哪个手机博主都能看见推荐李杰灵，店是好店，但是这样到处安利是实在恶心了 
2,不知道啊，我看着很棒啊。 
2,找到了，依旧是最爱的不思。还买到了笔记本，送了vip。谢谢茶姐～ 
2,还不错哟时间要安排好～ 
6,可是你的从白粉变成全粉，我想知道怎么从白色变成粉色。我的桃美人依然很白。 
5,曾经给你下过老鼠药没想到你自己这个人有毒以毒攻毒我的老鼠药都毒不死你 
6,我混油在考虑买白鱼子还是买冰晶呀 
1,是戴眼镜的那位吗？谢谢你 
3,婆婆我失眠了，你大哥睡死了 
2,没有见过哎，看起来挺好吃的这么大一块可以吃多久 
2,发售预告出来的时候我就觉得我恋爱了查了价格丧偶了 
2,我发现你的手还是蛮好看的耶 
4,我是怕剪了我后悔啊，留妹妹头太难留哦。我纠结死了 
3,主要是人太难受了 
6,流金水就是用的超快 
5,哈哈哈！其实，粘不粘不重要，我最讨厌的是煞风景的人。 
6,在哪里啊？完全看不清呐！ 
6,脑补轰隆一声一个门啪叽倒下 
2,我支持你比我先生！！强烈支持！！！ 
6,理综才是最能与别人拉近距离的 
3,“我在一瞬间拥有了一切，也在一瞬间失去了一切。”“他是我最好的朋友。” 
1,电影没看过   嘿嘿 
1,高超啥啊，那美女我还没拍她呢，她就说不要拍她哈哈。下次拍你。hoho 
6,删了又有得让你说 
5,我们的想法其实都是一样的。 
3,这句话说的压力好大〜〜 
6,喜欢吃啥味的？ 
1,哈哈哈哈被你发现了 
3,啊！这是何等的悲伤！仿佛麦克劳林级数般连续可导，又如阿伏加德罗常数般连绵不绝…阿弥陀佛 
1,哈哈哈，你也玩这个啦 
6,我今天和黄姣也在约会。 
6,你的好朋友鱼干还没有脱单呢 
2,忘记说，你很厉害啦！ 
1,哈哈哈哈哈哈不是痔疮膏！是眼霜！真的是眼霜！ 
5,现实生活也会受到影响 
2,吼  很厉害耶 
5,然并卵一万个好评 
6,打了好多话却不知道最该写下什么什么都不能好好地表达这感受就让行动来证明坚持自我完善自己一起幸福地过每一天 
1,谢谢紫云，今日阳光灿烂，有蓝天白云，暖和多了。 
6,压了两个，搞不好，剩下的自己随便刷算了 
1,干啥的不容易，哈哈 
6,我系叫你带我走啊! 
5,必胜客披萨最难吃兵哥说同样是快餐和肯德基一家公司饼饼都是速冻的直接烤出来的 
6,那不好听的呢？ 
3,尴尬hhhhh而且还特别执着于用油皮的粉底液持久不脱妆的干皮 
2,啊啊啊啊啊希望我喜欢的角色都可以联手 
6,就是去日本之前觉得还可以玩一趟 
1,谢谢，那我今天再更一次 
6,-.-我们宿舍安静的很只要一关灯就个做个的~ 
3,你这辈子都没这实力可惜遇到两个坑   最近太衰了掉了四五百战斗力 
2,别说了！这绝对是真爱！ 
6,吃那东西是你们的天性 
6,食物真的能治愈哎 
5,这个只是表演吧。是她的新歌吗？发表新歌了吗？我是马儿粉 
2,这个比喻相当形象了 
5,我有个朋友说他家工业辣椒，那么辣肯定有问题，跟变态辣似的  我后来就没饭吃！ 
6,清空一下当做给自己放假，不用老惦着花草。 
6,那么有爱那应该把他保留下来做你们爱的见证啊！ 
4,我是不敢买鲜亮的橘色粉色珊瑚色 
5,您真的不是高级黑吗 
4,我后天有小测昨天做梦梦见僵尸狂叫我写试卷吓得我直接醒来 
6,喝多了不好，我睡了一下午 
6,我前两天驾照刚来    是时候展示真正的实力 
3,痛苦的还要早晚熬药 
6,对呀，都是修过的。 
5,能说你是个笨蛋么？ 
6,蹭欧气哪天我也这么幸运就好了 
3,说好了，买房买车结婚呢。亚亚呢？ 
2,雨过之后的天空才是最美的天空。阳光照在身上就像快乐因子，就想对着太阳来个大大的微笑。绝对的甜。 
1,"这不是感觉一个月都可以写不宜上班,hhhh "
1,哈哈哈哈哈！揍他！ 
6,外面的世界精彩吗 
2,美女姐姐你也爱吃糖哦？ 
6,6666为啥我的金克斯就不行呢 
6,不要看到简单。炒好吃不容易。 
1,哈哈'以后定居吧你就 
6,人贩子手上的娃有专门被生出来贩卖的吗？ 
6,那是站在你们的角度，我现在后悔了。你赶紧回来吧，别要鸡屎了！！ 
5,你跟我说什么是基本法？ 
6,晚上还搞活动啊 
5,吃鸡不唱歌的就不是他们了 
2,超辣的更香！ 
1,哈哈我不喜欢看到消极的毕业季！我喜欢阳光的积极的态度 
6,噢我的上天，我要控诉这不公的待遇 
6,其实你不觉得你比我更需要嘛 
1,好嘛，下次再拍，哈哈 
6,我定完票还排了半小时的队才付的款 
2,喜欢左一啊啊啊啊啊啊啊谁啊！这他吗谁啊！求安利！ 
5,得不到我就想毁了我是吗 
6,星期五晚天体约定你 
4,疼、当时紧张坏了 
6,嗯好啊，多交流，要上鲫鱼你首先要确认你的窝里有鲫鱼才行啊。 
6,酒柜最近身体欠佳，只能喝粥 
6,明明就是藐视！我请你路边，你请我五星酒店！真躺了，晚安！ 
2,怎么感觉大家都在出这一套！好看 
6,你都在家享受了嘛 
2,愿高雅的你有幸福的每一天，写的真好，只是感伤多了一点。 
5,这种广告毒害的是每一个受众。包括你我，难道骂错了吗？ 
6,我昨晚到家看到放那的这手机我还以为你来我家了哦⊙﹏⊙ 
6,单纯的我与抗冻的你 
1,你起的好早～ 
6,我觉得情歌嘛，较动人的内容是男人痴迷、女人觉醒 
6,好看吗？铜雀台看了吗？好看吗？纠结看哪个呢 
6,什么是夫妻你们知道吗，夫妻就是互相欺负还不分开，那就叫夫妻。 
6,我修改你这条发了，居然有490个转发，真没想到 
2,你肿么这么厉害 
3,一点都不想来被逼无奈陪弟弟来玩的 
1,呀？那就丑了，紧快点儿，免得月底我来了看到要笑 
6,对呀！第一排已经靠近边边了！如果在中间。和小伙伴们一起。肯定能更嗨 
6,当时还在村里头== 
6,我代表本科的中级知识分子女性表示不背锅，相信高级知识分子女性也不会答应的。 
5,欺负我啊 
2,那也很厉害啊，我连重点线都悬 
6,依然一杯长岛冰茶，让过去烧成灰 
6,顶你唔顺~!!! 
6,这么小一只希望它能好起来 
2,小时候的脸都是圆圆的撒~眉毛超级好认！ 
2,哈哈灏明送机时跟我说过了。我生日已经过了。谢谢你 
6,像只会吃饭…西西 
6,没有吧   我传达的不是这种感觉 
2,那你这刚刚好蛮好的 
3,问题是我怀孕之前裤子衣服都穿不下噢！ 
1,阿哈哈哈哈。你就是瘦。不用装 
1,嗯嗯，这样就好~阿弥陀佛，不幸中的万幸！ 
5,而且奇怪的是，我关注那些人，没有其他人会把评论推给我，就只有张杰会，真是纳了闷了 
6,我最近也是一天一杯的节奏 
6,你也喜欢这个？ 
6,我还有40不然支援你点买手机了？ 
6,美团差评是不能删除的，除非客服核实以后是恶意差评， 
6,我二号晚上才到家，三四号记得约我哦 
3,在农村生活不容易哪！ 
6,可能没有遇到真爱 
2,粉好看哇，贝贝手艺不错！可以当发模拍个硬照了 
1,真话！！！！ 
5,你抄袭我！举报了！ 
6,会吗，可能我肤浅了。 
6,算骂吗但是我说的是坏坏的杜明礼啊 
5,你不来评论我还能找到你骂你啊上门讨骂千里送骂 
2,哇哦，你去了彩虹村咯，是不是很可爱呀 
6,没事啦你也是好心而已我们都会理解你想救人的急切的 
6,我只是用消化的时间听首歌而已你看完了吗，还有时间刷博 
5,你可以去看看有多少故意杀人犯情节严重多了，不过判个死缓 
6,妳吥懂、㧴淂悲伤 
2,名流弄的不错，就是贵点儿 
6,哎呀早安~肿么欺负你了~ 
2,超好看啊！此片纳入小硬盘想看书！我看评论说的书里心理描写那些还要完整些 
2,所以感觉过年对我还是有特殊意义的，过年就是家人都在，过得是团聚 
6,紫苏水不是适合长痘痘的吗。我不长痘 
5,就问你还要不要脸 
1,等你回来再买。哈哈，怕你战斗力薄弱啊 
2,是吧是吧    而且解说词儿也可有意思 
6,就是你和四个丸子头美眉去吃，打二折，如果有173的丸子头免单 
6,主要妹子吃的香 
5,我算了下分，58、9分！气死我啦 
6,我们是在花市用纸箱子打包然后托运的，完全无损～如果买的不多也可以手提上飞机 
3,我作死，把您暴露了，我去面壁 
5,阁下是被贪官搞出来的？ 
6,肯定没深航好，深航对星空联盟金卡特别好，海航对高端会员也就那样 
2,ms孩子很喜欢穿衣服啊 
6,这个的确是比较符合哦，林依晨年纪不符，电视剧可能想凸显女主少女的面孔，三十岁女人的心智 
6,省测不幸的抽到了我们班 
6,他是害怕到时候说小小的胳膊是在他那里弄肿的，所以才赶快给我发 
2,嗯嗯文笔真好！能把一个老套的故事讲的特别生动打动人 
3,我孤寒10年都不行啊，龌草 
1,至从阑尾炎以后基本就没有生病了，不错！哈哈'''你是做国内还是国外喔？ 
2,对，这个最有名，必须吃！ 
1,对，下次要咬牙切齿的沙一回，哈哈哈 
6,据说老师态度越不好表示得分越高 
6,种花家已经有能力打败一切来犯之敌了，你啥时候能回来啊！ 
6,他们家好吃任性下雨不开门 
6,点都没变！好久生 
2,今天是国际宽容日，宽容！ 
6,人家用支付宝咋了。以前没手机电脑游戏的人，就没童年了？ 
2,广州现在还是又冷又落水，羡慕啊 
5,你家也太白莲了，无缘无故人参别人了，还p黄图，简直贱死了，我家忍住了可没放你家车祸图 
6,恋爱结婚找个适合的就好，平平淡淡 
6,嗯？你干嘛啦？她出轨了？ 
5,天了噜绝情的人 
6,你到长沙来了 
2,哈哈被你美到了！！看了你这组美照以后必须得去！！ 
6,我现在增长的速度可是上了发条的 
2,嗯嗯，我喝的焦糖，我们同学喝的卡布奇诺，拉丝没你拉的好看哈哈 
6,没有钱谈什么独立人格，谈什么关爱他人 
5,自私的人很多，哪个人没私心呢，你说是不是？ 
6,屁！你自己也不想跟他分开！！ 
2,天，我有种上了热搜的感觉你啥时候给我讲过他！！这个小伙子跳舞hin帅啊啊啊 
6,说的这么伤感····搞的我多么想回去了 
6,电视剧演员贡献点击量就可以了喜欢个好歌手正经唱片也挺贵的 
1,是啊，小秀了一把！哈哈 
6,帽子街边随便买的没有链接哈 
3,我之前也是天天晚上追剧，但是昨晚电视坏了，还没修好！！还有快本今晚也不能看！！ 
6,"散打还是可以d,得闲对翻铺哇 "
6,公交、自行也不少，看着没觉得心情好点？ 
2,是我喜欢的元素 
3,这三天被虐的已经神伤了…可是又忍不住继续追更被虐… 
6,刚才又看了一下照片，发现少量能见到阳光的独根草已经开花了。没开的多在背阴处。 
2,我喜欢你的id、 
2,网上，www.beautyfactory.jp。bvlgari在日本也很人气的。我最喜欢收瓶子了，尤其q香的瓶子〜 
6,学生可以加入么，离我们学校好远 
6,哇！你终于生了 
3,哎！我只觉得我全身变软了，可惜没有瘦！哎！ 
2,生！日！快！乐！ 
6,这都能发现杰迷 
6,挖槽，真不知道你辞职这么久了，辞职模板借我用用 
6,对啊对啊，休假回家了，城管抓的严，想吃零食吃不到 
1,哈哈其实我也喜欢啊，你穿肯定好看，本身就有气质 
1,好的，谢谢，刚大一下期准备买台电脑寝室太无聊了 
2,好萌有没有！！里面都是我自己收集的萌物！以后有钱我要慢慢买！ 
2,对！！甜椒好好吃啊 
6,我们p的没意思还是希望小画家赏个脸给他画个衣服裤子 
6,对啊，他朋友都有wechat 
6,你是国行还是？升级后不是说有九宫格，我的没有呢。 
6,其实ipadmini影响深远，touch只是按部就班的升级而已。 
6,你我同窗四年，怎能叫一面之缘 
6,你都说是小朋友了！那就是小朋友咯，小朋友懂什么道理？看开点啊！别气坏了！伤身体 
6,必须的，好久没约了，我10号上班，你好久走 
5,所以说每一次对h想要改观的时候就有脑残粉让我不忘初心，动辄biao啊bi的粉丝太恶心，希望永远没有交集 
5,你所谓的证据是？以前的黑料？这是你们所谓的证据吗？你忘了这件事是怎么开始得了吧朋友 
6,初中捡了五十块钱，带着喜欢的女孩子在街边吃了一大顿烧烤…剩下的给她买了一块德芙 
6,他们好high，衣服都脱了 
5,警察找不到共同点，每次杀人手法都不一样，有的还被伪装成自杀，感觉凶手不像那么聪明的人，记者应该也有份参与吧 
2,我炒鸡喜欢吃面包但真的是易胖体质一吃立马肥起来所以只能控制吃点全麦的和低糖的 
1,哈哈哈哈哈哈哈我妈还跟我说这个人滑得特好  可惜我沉迷小墙头的综艺没抬头看 
6,娃娃都是你抓的 
6,…好咯，单身代表无限可能，我有预感今年内你会结束单身！ 
6,我告诉你肘不行都影响练深蹲，以前我手都是窄握爪杠，后来左肘变形了才被迫最宽握距 
6,提问的真有钱，花两百块问这种八卦问题 
1,哈哈，它也太不坚强了，想的你都不行了 
2,崽懂事了，阿爸很欣慰 
6,那买哪种墙纸比较安全呀 
6,煎虾还是会有腥味吧，如何保持虾的鲜味和去掉腥味，我想到的暂时用酱的味道掩盖 
6,你这才孤独几天啊 
6,请让我好好看个大片，好吗 
3,我觉得我已经被时代抛弃了 
5,跟杨幂有绯闻的男的有一大把博主你难道真的不知道吗？看来你对杨幂真的不了解啊 
6,ishanghai和hongkoufree都只能wifi连上，但都不能用的！你居然成功用上了？ 
1,哈哈才发现啊哈哈 
2,还没追到那儿呢，都说很精彩， 
6,咁样嘅。等我有钱了就请佢帮我捉蚊。 
2,人冲不没就好 
6,那下次约你啊！ 
6,上次你说那个平如美棠我也买啦，正在看！ 
2,我输了夸你〜你要转为正能量 
6,我有时候听牌快，到最后别人胡牌我也没胡 
5,可惜这不会发生啊 
6,等你们直播！姗姗连体绿条纹阔腿裤会不会很长，我跟你一样高但拍了m会不会拖地 
2,自传这专辑每首都爱 
6,苍粉丝多原因会讲中文，同样你识日文，系日本一样可以人气。以另一种无战争方式——气质扬国威。 
3,真可怜，肯定不要它的， 
2,希望不堵，祈祷，观音菩萨保佑！ 
6,干嘛不答应？约出来 
6,怕工作上有摩擦什么的但是并不在一个部门 
6,怎么空气中弥漫着一种幸灾乐祸的味道 
3,小时候会现在完全就当我是个黄脸婆 
6,最美的学生时代已经过去了！刚工作的这几年应该是最艰苦的了~是吧 
6,哪方面？揩老男人的油吗？ 
5,他儿子的事情她也不够仗义 
6,top正经做起撒娇来，总是可爱中带着油腻 
2,来吧。欢迎你！我不会偷摸你哦。 
1,哈哈，让自己忙起来，没工夫想这些 
6,呦，我中午游一中午泳，饿死了现在就饿 
2,最近生活很是活跃啊 
6,啊哈你是不是最近会算命了？ 
6,不会想把自己弄白点的不会弄就黑着算了 
2,恩！同样！还有排球比足球更吸引我 
3,刚刚吵了架啊！就是刚刚！诶。 
6,曾经在那出差干的就是这个 
2,善良的宇凡，如果有一天我遇到你，该有多好。心存善良，世界就是最温暖的。 
6,长胖也是有道理的 
6,听说你们连云港准备独立了钱收了不少吧 
1,哈哈哈。你瘦，腿长，懂的！你应该感到开心 
5,还有价格呢，都重要，说白了，ov就是垃圾 
6,我好久没讲见过没画眉毛的你了，老实说，不记得你眉毛产量了 
6,为什么不说是老板范呢 
1,同干皮搜粉饼功课哈哈哈哈哈 
6,亲，下次直播自个儿的啊，这个六总不熟，收视率在我这没飙升 
6,那不是我跑得比较溜么，要不然哪来得mv看 
6,那就让我许给我配音！ 
5,他根本没正视你的话，下次直接报警！ 
6,就是这种无缝拼图是用那个英文软件？ 
6,这样就省了你们好多电话费了 
2,我觉得你美出新高度！不像他们还停留在普通美！！ 
1,就这样愉快的决定了，如果可以请客吃饭，就考虑不气她了吧 
6,作为一个直男口红我还是懂一点点的现在流行圣罗兰星星系列是吧 
6,可是理科艺术生文化课分掉的实在是太快了高考比平时少了两百多分 
6,主题公园去过不好吗？你们住的开元度假村是伐？ 
5,我的破爪机看不见！头像是什么？ 
5,路人不懂粉圈规则吧，人家就是想什么说什么，是水军左右互搏也不一定呢 
1,哈哈，我地太有默契喇！求甲油牌子！ 
6,我在昆明这这些我寄养在朋友家开的露台上，太阳太好了，好多都晒过头了，最近好些了 
4,这么可怕吗？为啥啊 
4,担心你会被欺负诶（’-’*)脾气太好啦 
5,好男人管个p用。 
6,他说应该这样对待他的洋垃圾同胞 
6,那意思～好好活着…活到退休 
6,暂时还没确定应该去事业单位机关了 
1,二逼跟我们一起玩耍的时候也是很开心撒我记得你那时候也是这个比样子 
6,觉得好难啊，我不贪心的及格就好了 
6,什么时候能将定位服务放到快捷菜单苹果就完美了 
6,我看你是想明天挨打了 
1,哈哈、记得、这个还是我弟画的 
1,哈哈，又给你晓得该 
2,那也很不错路上注意安全 
6,为什么啊这么多年了早就想让你辞职了天天大半夜的破事！ 
6,还不是你的大长腿 
6,没法啊…建筑太大了，相机装不下。懒得走那么远 
5,以前沉迷赌博，现在沉迷酒鬼，还有债鬼，都不像个样了～ 
2,bigbang和onestep的确挺赞的 
5,什么叫做可怕，脑残这词不咋地，竟然都抢着认真光荣啊 
4,估计是画面太阴暗了 
6,"我听说了,等你安顿好了再详谈 "
6,我做错了什么你要跟我尬歌 
6,好的过些天去看看推荐下粉底液吧皮肤有点黄 
6,上次带孩子去么进行，想再去次，有兴趣哇 
6,爱奇艺上没有啊在哪儿看？？？ 
1,哈哈哈哈，用的食材么和懒散程度有关，这是不能否认你理论达人加实践达人的事实的！ 
2,真好用啊！虽然不能跟7比，跟6p比可能手表还快呢！ 
6,你在听飞鱼秀啊好久都没听过了 
1,嘿嘿  你后天都结婚了还羡慕我  应该是我羡慕你吧 
1,美食当前，师傅立马倒塌，哈哈哈！ 
6,我上班之后体重也是一路飙升 
6,就是徽派建筑马头墙历史还挺悠久的！这里的人们睡觉都好早晚上八点多街上就差不多没人啦 
6,我有天在本部听见了特别想知道名字来着 
6,以前的才是最好的，懂 
6,我才开始看第一季呢。刺激的说。你八季都看完了？ 
6,我有朋友参加万圣趴体就化的这样妆 
3,只是哭声太大烦到我了 
3,他也是可怜，他和李都被高耍了，而且他没有郭敬明聪明，你看郭不回应直接转给律师，现在屁事都没有 
2,对啊，但是朵朵们没有大红真的很无奈，我身边很多人知道后都很喜欢她们，毕竟气质这么好的真是一股清流啊 
6,前几次都上了渣浪的心思你别猜 
